,customer_id,trans_date,tran_amount,response,month,month_year
11266,CS5312,2012-11-12,86,0,11,2012-11
11267,CS1994,2013-08-15,59,0,8,2013-08
11268,CS5818,2012-08-21,45,0,8,2012-08
11269,CS6109,2012-06-14,40,0,6,2012-06
11270,CS4013,2012-04-27,104,0,4,2012-04
11271,CS1848,2014-11-09,40,0,11,2014-11
11272,CS2415,2012-01-15,105,0,1,2012-01
11273,CS1858,2013-02-09,53,0,2,2013-02
11274,CS5191,2011-09-19,81,0,9,2011-09
11275,CS4903,2015-03-14,104,1,3,2015-03
11276,CS3641,2015-02-08,71,0,2,2015-02
11277,CS2697,2015-03-13,85,0,3,2015-03
11278,CS4325,2013-10-04,75,0,10,2013-10
11279,CS5365,2013-05-31,88,0,5,2013-05
11280,CS2465,2013-03-15,46,0,3,2013-03
11281,CS5755,2014-09-28,82,0,9,2014-09
11282,CS5335,2014-04-03,83,0,4,2014-04
11283,CS3265,2013-11-12,72,0,11,2013-11
11284,CS5827,2011-08-06,95,0,8,2011-08
11285,CS1878,2014-01-06,35,1,1,2014-01
11286,CS3011,2014-06-09,94,0,6,2014-06
11287,CS2897,2013-06-21,74,0,6,2013-06
11288,CS3485,2013-12-17,44,1,12,2013-12
11289,CS3092,2012-10-27,94,0,10,2012-10
11290,CS1943,2012-05-04,51,0,5,2012-05
11291,CS4874,2014-03-15,102,0,3,2014-03
11292,CS4382,2012-01-20,104,0,1,2012-01
11293,CS5476,2011-08-26,53,0,8,2011-08
11294,CS4516,2013-11-17,77,0,11,2013-11
11295,CS4748,2011-07-22,91,1,7,2011-07
11296,CS1396,2011-09-08,44,0,9,2011-09
11297,CS3578,2013-09-08,85,0,9,2013-09
11298,CS2716,2015-01-21,86,0,1,2015-01
11299,CS3089,2012-01-05,59,0,1,2012-01
11300,CS3513,2012-06-24,102,0,6,2012-06
11301,CS2306,2013-12-08,63,0,12,2013-12
11302,CS4265,2012-02-12,40,0,2,2012-02
11303,CS2521,2013-10-04,56,0,10,2013-10
11304,CS3123,2015-02-16,68,0,2,2015-02
11305,CS4194,2013-04-16,95,0,4,2013-04
11306,CS5445,2012-06-11,61,0,6,2012-06
11307,CS4448,2011-07-23,98,0,7,2011-07
11308,CS5061,2014-09-19,103,0,9,2014-09
11309,CS4600,2011-07-08,69,0,7,2011-07
11310,CS5444,2012-12-29,54,0,12,2012-12
11311,CS4024,2013-02-26,99,0,2,2013-02
11312,CS2841,2012-07-16,73,0,7,2012-07
11313,CS4155,2012-04-03,44,0,4,2012-04
11314,CS4690,2013-03-25,73,0,3,2013-03
11315,CS1977,2012-03-08,55,0,3,2012-03
11316,CS3241,2011-12-12,77,0,12,2011-12
11317,CS5634,2014-06-20,43,0,6,2014-06
11318,CS5506,2013-07-20,95,0,7,2013-07
11319,CS3088,2014-07-20,105,0,7,2014-07
11320,CS2117,2012-09-09,40,0,9,2012-09
11321,CS5167,2013-08-09,38,0,8,2013-08
11322,CS4632,2013-07-12,45,0,7,2013-07
11323,CS4571,2012-05-20,104,0,5,2012-05
11324,CS4745,2011-05-28,79,0,5,2011-05
11325,CS3345,2014-12-12,86,0,12,2014-12
11326,CS5742,2012-12-01,58,0,12,2012-12
11327,CS6083,2013-02-26,69,0,2,2013-02
11328,CS1331,2012-03-23,80,0,3,2012-03
11329,CS4465,2014-09-20,44,0,9,2014-09
11330,CS5033,2012-09-17,81,0,9,2012-09
11331,CS6084,2013-10-09,41,0,10,2013-10
11332,CS1709,2013-04-24,90,1,4,2013-04
11333,CS5468,2013-04-13,97,0,4,2013-04
11334,CS2202,2013-08-28,79,0,8,2013-08
11335,CS1903,2013-05-10,83,0,5,2013-05
11336,CS4820,2011-05-24,95,0,5,2011-05
11337,CS2374,2014-08-31,56,1,8,2014-08
11338,CS1771,2014-09-14,85,0,9,2014-09
11339,CS4557,2012-12-24,97,0,12,2012-12
11340,CS6009,2013-06-11,75,1,6,2013-06
11341,CS5309,2011-12-06,90,0,12,2011-12
11342,CS3163,2014-09-04,85,0,9,2014-09
11343,CS5013,2014-03-24,94,1,3,2014-03
11344,CS3227,2014-10-26,56,0,10,2014-10
11345,CS3450,2012-08-24,68,0,8,2012-08
11346,CS3749,2014-05-07,37,0,5,2014-05
11347,CS4445,2012-06-24,82,0,6,2012-06
11348,CS4477,2012-06-11,44,0,6,2012-06
11349,CS5133,2013-03-08,64,1,3,2013-03
11350,CS1912,2013-11-18,40,0,11,2013-11
11351,CS2689,2012-01-31,69,0,1,2012-01
11352,CS2713,2012-04-05,101,0,4,2012-04
11353,CS1771,2012-01-16,69,0,1,2012-01
11354,CS4464,2011-11-24,52,0,11,2011-11
11355,CS3721,2011-06-06,73,0,6,2011-06
11356,CS3801,2012-06-29,83,0,6,2012-06
11357,CS5681,2015-02-24,70,0,2,2015-02
11358,CS3887,2014-05-19,51,0,5,2014-05
11359,CS5056,2014-11-14,104,0,11,2014-11
11360,CS5408,2014-12-03,54,0,12,2014-12
11361,CS3778,2011-07-19,39,0,7,2011-07
11362,CS4400,2011-12-24,61,0,12,2011-12
11363,CS4763,2012-02-14,63,0,2,2012-02
11364,CS1783,2014-04-13,49,0,4,2014-04
11365,CS5852,2013-07-13,80,0,7,2013-07
11366,CS5533,2013-11-09,61,0,11,2013-11
11367,CS3142,2011-10-30,51,0,10,2011-10
11368,CS3155,2013-02-02,98,0,2,2013-02
11369,CS5071,2013-01-23,91,0,1,2013-01
11370,CS3157,2015-01-19,84,0,1,2015-01
11371,CS2436,2014-06-20,63,0,6,2014-06
11372,CS2896,2014-09-14,93,0,9,2014-09
11373,CS4394,2014-10-28,105,0,10,2014-10
11374,CS1464,2012-12-14,62,0,12,2012-12
11375,CS5501,2011-12-30,95,0,12,2011-12
11376,CS2271,2012-03-30,62,0,3,2012-03
11377,CS3120,2014-10-13,65,0,10,2014-10
11378,CS3791,2012-09-09,71,0,9,2012-09
11379,CS4363,2011-12-05,56,0,12,2011-12
11380,CS1249,2013-10-14,100,0,10,2013-10
11381,CS1963,2014-07-14,62,0,7,2014-07
11382,CS5831,2014-03-05,94,0,3,2014-03
11383,CS4352,2014-03-12,71,1,3,2014-03
11384,CS4473,2014-01-23,38,0,1,2014-01
11385,CS4250,2014-06-23,64,0,6,2014-06
11386,CS1402,2011-10-22,95,0,10,2011-10
11387,CS1151,2014-01-19,53,0,1,2014-01
11388,CS1384,2014-03-30,36,0,3,2014-03
11389,CS1831,2014-01-23,50,0,1,2014-01
11390,CS3108,2013-01-23,37,0,1,2013-01
11391,CS3521,2012-07-26,91,0,7,2012-07
11392,CS3282,2013-10-10,59,0,10,2013-10
11393,CS4264,2014-06-21,61,0,6,2014-06
11394,CS2968,2014-04-06,89,0,4,2014-04
11395,CS3199,2011-09-09,83,0,9,2011-09
11396,CS3889,2011-10-20,99,0,10,2011-10
11397,CS1411,2012-03-28,40,0,3,2012-03
11398,CS3080,2014-12-28,62,0,12,2014-12
11399,CS1212,2011-06-05,55,0,6,2011-06
11400,CS4804,2014-12-08,45,0,12,2014-12
11401,CS3079,2014-09-11,47,1,9,2014-09
11402,CS4138,2013-07-05,99,0,7,2013-07
11403,CS3667,2014-10-24,53,0,10,2014-10
11404,CS3823,2011-11-08,96,0,11,2011-11
11405,CS3993,2014-10-08,98,0,10,2014-10
11406,CS2259,2014-03-27,76,1,3,2014-03
11407,CS2298,2013-08-26,37,1,8,2013-08
11408,CS3085,2012-05-18,55,0,5,2012-05
11409,CS2694,2011-09-05,74,0,9,2011-09
11410,CS4868,2013-02-16,91,0,2,2013-02
11411,CS5933,2013-02-06,86,0,2,2013-02
11412,CS4182,2013-03-17,64,0,3,2013-03
11413,CS2002,2015-01-23,75,1,1,2015-01
11414,CS3953,2013-10-22,68,0,10,2013-10
11415,CS2577,2012-10-24,98,0,10,2012-10
11416,CS1733,2014-02-23,93,0,2,2014-02
11417,CS4789,2012-07-11,45,0,7,2012-07
11418,CS2218,2014-11-23,38,0,11,2014-11
11419,CS1428,2012-03-09,47,1,3,2012-03
11420,CS2838,2011-10-29,68,1,10,2011-10
11421,CS3013,2012-12-27,48,0,12,2012-12
11422,CS2772,2012-02-12,77,0,2,2012-02
11423,CS3869,2013-01-07,93,0,1,2013-01
11424,CS2927,2013-08-31,73,0,8,2013-08
11425,CS5165,2014-03-31,104,0,3,2014-03
11426,CS3400,2012-08-25,58,0,8,2012-08
11427,CS5654,2012-09-26,67,1,9,2012-09
11428,CS1750,2011-11-12,80,0,11,2011-11
11429,CS2752,2014-04-03,46,0,4,2014-04
11430,CS3035,2011-06-14,97,0,6,2011-06
11431,CS3383,2013-07-18,55,0,7,2013-07
11432,CS4549,2012-03-11,85,1,3,2012-03
11433,CS2519,2013-10-04,87,0,10,2013-10
11434,CS2499,2014-09-08,104,0,9,2014-09
11435,CS2480,2014-08-27,86,0,8,2014-08
11436,CS5954,2012-04-09,102,0,4,2012-04
11437,CS4632,2012-02-14,59,0,2,2012-02
11438,CS5138,2015-01-27,102,0,1,2015-01
11439,CS4237,2014-08-12,41,0,8,2014-08
11440,CS2638,2011-09-16,97,0,9,2011-09
11441,CS3000,2014-07-08,55,0,7,2014-07
11442,CS2520,2013-10-18,99,0,10,2013-10
11443,CS3239,2014-06-23,78,0,6,2014-06
11444,CS1723,2012-09-14,59,0,9,2012-09
11445,CS5937,2011-09-18,43,0,9,2011-09
11446,CS5535,2013-07-04,105,0,7,2013-07
11447,CS1208,2015-02-09,70,0,2,2015-02
11448,CS1477,2013-07-16,53,0,7,2013-07
11449,CS6009,2013-09-06,94,1,9,2013-09
11450,CS1331,2012-09-26,62,0,9,2012-09
11451,CS5750,2012-12-27,84,0,12,2012-12
11452,CS1605,2011-10-27,56,0,10,2011-10
11453,CS2735,2014-07-12,72,0,7,2014-07
11454,CS2696,2013-06-12,50,0,6,2013-06
11455,CS3910,2011-09-04,71,0,9,2011-09
11456,CS1135,2013-12-25,74,1,12,2013-12
11457,CS2976,2012-07-08,62,0,7,2012-07
11458,CS5038,2014-08-30,40,0,8,2014-08
11459,CS2088,2011-12-07,67,0,12,2011-12
11460,CS2263,2014-11-28,87,0,11,2014-11
11461,CS4821,2011-11-07,100,0,11,2011-11
11462,CS1683,2013-11-30,97,0,11,2013-11
11463,CS4656,2015-02-13,81,0,2,2015-02
11464,CS5326,2013-09-14,47,1,9,2013-09
11465,CS4327,2013-11-11,68,0,11,2013-11
11466,CS4794,2015-02-05,67,0,2,2015-02
11467,CS3557,2013-11-17,79,0,11,2013-11
11468,CS4127,2013-07-03,56,0,7,2013-07
11469,CS6082,2012-04-11,92,0,4,2012-04
11470,CS3447,2011-07-10,70,0,7,2011-07
11471,CS1283,2014-07-16,103,0,7,2014-07
11472,CS5687,2015-02-04,98,0,2,2015-02
11473,CS5388,2015-01-16,96,0,1,2015-01
11474,CS1603,2013-06-26,46,0,6,2013-06
11475,CS1232,2011-10-01,71,0,10,2011-10
11476,CS2760,2013-05-20,101,0,5,2013-05
11477,CS5921,2011-05-22,38,0,5,2011-05
11478,CS5515,2014-11-13,49,0,11,2014-11
11479,CS1657,2012-04-16,38,0,4,2012-04
11480,CS1356,2013-08-10,60,0,8,2013-08
11481,CS3386,2012-04-15,56,1,4,2012-04
11482,CS2164,2012-10-27,94,0,10,2012-10
11483,CS3621,2011-10-12,44,0,10,2011-10
11484,CS2014,2013-11-20,89,0,11,2013-11
11485,CS2929,2012-11-21,48,0,11,2012-11
11486,CS5830,2013-05-19,87,0,5,2013-05
11487,CS5428,2015-03-11,46,0,3,2015-03
11488,CS2181,2013-01-24,65,0,1,2013-01
11489,CS4599,2012-06-24,64,0,6,2012-06
11490,CS5780,2013-01-28,61,1,1,2013-01
11491,CS5325,2011-06-18,43,1,6,2011-06
11492,CS2780,2012-04-19,99,0,4,2012-04
11493,CS5545,2011-09-18,58,0,9,2011-09
11494,CS2181,2013-09-24,66,0,9,2013-09
11495,CS1856,2015-02-28,65,0,2,2015-02
11496,CS5611,2012-05-03,57,0,5,2012-05
11497,CS1407,2012-08-17,94,1,8,2012-08
11498,CS5273,2013-08-24,51,1,8,2013-08
11499,CS1410,2013-09-07,101,0,9,2013-09
11500,CS3720,2014-10-15,77,0,10,2014-10
11501,CS5592,2013-05-01,59,0,5,2013-05
11502,CS5460,2011-12-08,44,0,12,2011-12
11503,CS3882,2011-09-17,59,0,9,2011-09
11504,CS2436,2014-06-22,49,0,6,2014-06
11505,CS3236,2013-10-08,50,0,10,2013-10
11506,CS5979,2013-10-13,63,0,10,2013-10
11507,CS1195,2013-06-21,75,0,6,2013-06
11508,CS1243,2012-02-29,57,0,2,2012-02
11509,CS1326,2012-07-03,73,0,7,2012-07
11510,CS1311,2014-12-12,35,0,12,2014-12
11511,CS2499,2015-03-02,50,0,3,2015-03
11512,CS1321,2013-08-25,104,0,8,2013-08
11513,CS5083,2014-09-04,92,0,9,2014-09
11514,CS6060,2012-09-10,58,1,9,2012-09
11515,CS1575,2012-07-12,43,0,7,2012-07
11516,CS2702,2012-12-18,78,0,12,2012-12
11517,CS4178,2013-03-18,97,0,3,2013-03
11518,CS3972,2013-05-05,75,0,5,2013-05
11519,CS1679,2013-11-22,95,0,11,2013-11
11520,CS6093,2013-03-25,73,1,3,2013-03
11521,CS3718,2011-08-23,98,0,8,2011-08
11522,CS5216,2014-08-09,63,0,8,2014-08
11523,CS1621,2014-05-30,82,0,5,2014-05
11524,CS5194,2013-12-17,85,0,12,2013-12
11525,CS4867,2014-08-04,41,0,8,2014-08
11526,CS1299,2012-07-02,98,1,7,2012-07
11527,CS4600,2012-06-12,61,0,6,2012-06
11528,CS1644,2014-07-20,52,0,7,2014-07
11529,CS2132,2011-08-10,78,1,8,2011-08
11530,CS2994,2014-02-01,54,0,2,2014-02
11531,CS3392,2012-08-10,105,0,8,2012-08
11532,CS2966,2013-01-10,83,0,1,2013-01
11533,CS4682,2012-04-25,59,0,4,2012-04
11534,CS4460,2014-10-18,87,0,10,2014-10
11535,CS3906,2014-06-09,103,0,6,2014-06
11536,CS3240,2011-08-17,41,0,8,2011-08
11537,CS4337,2013-08-21,54,0,8,2013-08
11538,CS4916,2013-11-25,76,0,11,2013-11
11539,CS1969,2014-03-08,84,0,3,2014-03
11540,CS5855,2013-10-01,72,0,10,2013-10
11541,CS5711,2012-02-24,42,0,2,2012-02
11542,CS5489,2011-08-09,98,0,8,2011-08
11543,CS3026,2011-11-03,43,0,11,2011-11
11544,CS5293,2014-03-09,91,0,3,2014-03
11545,CS2606,2011-08-28,47,0,8,2011-08
11546,CS5079,2013-10-20,95,0,10,2013-10
11547,CS1128,2014-08-03,77,0,8,2014-08
11548,CS5148,2013-03-28,62,0,3,2013-03
11549,CS4206,2011-09-26,58,0,9,2011-09
11550,CS1888,2014-01-26,91,0,1,2014-01
11551,CS3637,2011-07-11,92,0,7,2011-07
11552,CS4665,2012-11-06,97,0,11,2012-11
11553,CS4457,2011-08-23,62,1,8,2011-08
11554,CS5292,2014-05-10,91,1,5,2014-05
11555,CS3573,2013-02-07,65,0,2,2013-02
11556,CS2575,2012-09-06,102,1,9,2012-09
11557,CS1341,2013-05-11,66,0,5,2013-05
11558,CS4785,2014-06-23,98,0,6,2014-06
11559,CS3931,2011-08-27,80,0,8,2011-08
11560,CS3569,2012-06-23,54,0,6,2012-06
11561,CS2745,2011-08-11,64,0,8,2011-08
11562,CS1798,2012-12-11,90,0,12,2012-12
11563,CS4745,2014-05-12,98,0,5,2014-05
11564,CS2044,2012-09-09,58,0,9,2012-09
11565,CS5601,2011-08-24,94,0,8,2011-08
11566,CS2316,2013-05-06,104,0,5,2013-05
11567,CS3456,2012-06-23,38,1,6,2012-06
11568,CS5483,2012-02-17,61,0,2,2012-02
11569,CS4027,2011-07-01,66,0,7,2011-07
11570,CS1838,2013-01-08,60,0,1,2013-01
11571,CS1706,2014-04-23,54,0,4,2014-04
11572,CS4663,2012-12-09,68,0,12,2012-12
11573,CS3280,2012-07-22,102,1,7,2012-07
11574,CS2353,2011-12-27,48,0,12,2011-12
11575,CS2608,2013-02-19,79,0,2,2013-02
11576,CS6004,2011-05-18,56,0,5,2011-05
11577,CS3802,2014-01-13,40,1,1,2014-01
11578,CS4966,2013-01-04,90,0,1,2013-01
11579,CS1407,2014-10-05,100,1,10,2014-10
11580,CS2783,2014-02-18,99,0,2,2014-02
11581,CS4910,2011-08-10,36,0,8,2011-08
11582,CS2964,2014-12-10,100,0,12,2014-12
11583,CS6027,2012-05-10,105,0,5,2012-05
11584,CS3681,2013-04-09,35,0,4,2013-04
11585,CS1331,2014-04-11,102,0,4,2014-04
11586,CS5753,2011-09-21,76,0,9,2011-09
11587,CS4435,2014-04-07,94,0,4,2014-04
11588,CS3858,2014-09-24,56,0,9,2014-09
11589,CS2722,2013-10-21,57,0,10,2013-10
11590,CS1926,2014-11-19,93,0,11,2014-11
11591,CS3289,2011-06-16,49,0,6,2011-06
11592,CS5962,2012-07-20,58,0,7,2012-07
11593,CS1495,2012-09-25,105,0,9,2012-09
11594,CS3081,2013-09-25,104,0,9,2013-09
11595,CS2348,2013-04-19,65,0,4,2013-04
11596,CS1167,2014-04-16,75,1,4,2014-04
11597,CS4154,2012-12-14,45,0,12,2012-12
11598,CS4215,2014-11-24,42,0,11,2014-11
11599,CS5440,2013-05-17,43,0,5,2013-05
11600,CS5585,2012-05-24,76,0,5,2012-05
11601,CS3741,2014-10-28,41,0,10,2014-10
11602,CS3065,2012-11-28,78,0,11,2012-11
11603,CS5899,2013-06-17,35,0,6,2013-06
11604,CS3555,2013-02-02,49,0,2,2013-02
11605,CS2327,2014-12-19,66,0,12,2014-12
11606,CS3183,2014-01-11,88,0,1,2014-01
11607,CS3633,2014-10-18,55,0,10,2014-10
11608,CS4869,2013-11-12,58,0,11,2013-11
11609,CS2914,2014-07-19,81,1,7,2014-07
11610,CS5930,2011-11-02,102,0,11,2011-11
11611,CS4696,2014-12-16,60,0,12,2014-12
11612,CS4796,2011-10-21,71,0,10,2011-10
11613,CS2477,2011-07-30,51,0,7,2011-07
11614,CS1327,2013-11-21,75,0,11,2013-11
11615,CS4599,2012-09-26,54,0,9,2012-09
11616,CS1528,2015-01-13,35,0,1,2015-01
11617,CS3561,2011-05-26,67,0,5,2011-05
11618,CS4903,2013-06-01,86,1,6,2013-06
11619,CS1821,2013-10-06,72,0,10,2013-10
11620,CS4674,2011-07-19,80,0,7,2011-07
11621,CS3356,2012-06-24,94,0,6,2012-06
11622,CS4844,2013-10-30,38,0,10,2013-10
11623,CS4580,2011-08-11,63,1,8,2011-08
11624,CS5024,2013-04-25,72,1,4,2013-04
11625,CS5028,2012-04-05,51,0,4,2012-04
11626,CS5897,2014-04-25,56,0,4,2014-04
11627,CS1512,2014-01-21,80,0,1,2014-01
11628,CS4709,2013-10-10,57,0,10,2013-10
11629,CS3080,2013-02-11,77,0,2,2013-02
11630,CS4089,2012-10-15,40,0,10,2012-10
11631,CS5027,2014-06-01,77,0,6,2014-06
11632,CS2819,2011-10-14,58,0,10,2011-10
11633,CS2527,2012-01-05,51,0,1,2012-01
11634,CS1267,2014-08-06,40,0,8,2014-08
11635,CS2091,2012-08-24,88,0,8,2012-08
11636,CS3236,2014-03-17,73,0,3,2014-03
11637,CS1920,2014-11-19,96,0,11,2014-11
11638,CS1436,2012-10-19,86,0,10,2012-10
11639,CS3975,2013-06-17,85,0,6,2013-06
11640,CS4160,2012-02-26,75,0,2,2012-02
11641,CS5990,2011-05-18,45,0,5,2011-05
11642,CS1874,2012-09-20,36,0,9,2012-09
11643,CS5966,2013-01-09,45,0,1,2013-01
11644,CS2860,2013-01-08,68,0,1,2013-01
11645,CS3543,2012-03-07,61,0,3,2012-03
11646,CS4199,2015-03-04,41,0,3,2015-03
11647,CS2211,2012-01-16,68,0,1,2012-01
11648,CS2984,2012-12-10,46,0,12,2012-12
11649,CS4816,2014-06-26,71,0,6,2014-06
11650,CS2671,2013-05-25,103,0,5,2013-05
11651,CS3918,2013-12-09,84,0,12,2013-12
11652,CS1406,2013-08-22,46,0,8,2013-08
11653,CS4296,2011-09-15,83,0,9,2011-09
11654,CS3501,2012-03-11,54,1,3,2012-03
11655,CS3978,2011-05-22,76,0,5,2011-05
11656,CS5332,2012-03-07,40,1,3,2012-03
11657,CS3037,2011-07-09,41,0,7,2011-07
11658,CS1836,2012-03-06,39,0,3,2012-03
11659,CS4990,2013-04-27,80,0,4,2013-04
11660,CS2449,2011-07-08,41,0,7,2011-07
11661,CS1551,2012-04-21,105,0,4,2012-04
11662,CS4959,2012-09-05,71,0,9,2012-09
11663,CS1877,2012-04-09,43,0,4,2012-04
11664,CS3819,2014-01-10,72,0,1,2014-01
11665,CS2687,2015-03-07,44,0,3,2015-03
11666,CS2640,2014-04-10,47,0,4,2014-04
11667,CS5735,2011-10-18,40,0,10,2011-10
11668,CS2957,2013-03-20,102,0,3,2013-03
11669,CS4933,2014-05-21,59,0,5,2014-05
11670,CS4124,2014-07-04,72,1,7,2014-07
11671,CS2222,2012-08-21,45,0,8,2012-08
11672,CS3395,2011-08-23,43,0,8,2011-08
11673,CS1855,2013-06-05,63,0,6,2013-06
11674,CS3983,2014-05-23,84,0,5,2014-05
11675,CS5192,2011-07-02,38,0,7,2011-07
11676,CS4490,2013-12-07,44,0,12,2013-12
11677,CS1322,2011-08-29,93,0,8,2011-08
11678,CS5140,2014-11-23,97,0,11,2014-11
11679,CS3381,2013-02-10,78,0,2,2013-02
11680,CS5107,2012-08-08,86,0,8,2012-08
11681,CS2016,2014-03-28,68,0,3,2014-03
11682,CS3828,2013-04-02,96,0,4,2013-04
11683,CS4593,2014-06-22,38,0,6,2014-06
11684,CS4260,2015-01-12,95,1,1,2015-01
11685,CS4996,2013-11-08,56,0,11,2013-11
11686,CS2194,2014-04-26,95,0,4,2014-04
11687,CS6088,2012-03-16,88,0,3,2012-03
11688,CS1493,2011-12-13,77,0,12,2011-12
11689,CS3708,2013-04-27,63,0,4,2013-04
11690,CS4999,2014-10-04,97,0,10,2014-10
11691,CS3951,2013-08-10,39,0,8,2013-08
11692,CS2072,2014-12-20,100,0,12,2014-12
11693,CS3310,2012-02-15,102,0,2,2012-02
11694,CS1217,2014-12-29,58,0,12,2014-12
11695,CS1168,2014-11-25,39,0,11,2014-11
11696,CS1615,2012-02-10,84,1,2,2012-02
11697,CS5946,2013-04-19,100,0,4,2013-04
11698,CS2960,2014-02-25,67,0,2,2014-02
11699,CS4767,2012-03-11,36,0,3,2012-03
11700,CS4794,2013-06-22,88,0,6,2013-06
11701,CS2216,2013-07-23,68,1,7,2013-07
11702,CS2547,2011-08-31,50,0,8,2011-08
11703,CS3587,2013-10-29,64,0,10,2013-10
11704,CS5518,2011-11-03,80,0,11,2011-11
11705,CS1194,2013-02-03,55,0,2,2013-02
11706,CS5507,2014-10-26,72,0,10,2014-10
11707,CS2738,2014-07-16,90,0,7,2014-07
11708,CS3314,2013-01-19,82,0,1,2013-01
11709,CS2135,2012-09-03,95,0,9,2012-09
11710,CS5230,2012-08-28,82,0,8,2012-08
11711,CS5085,2013-07-24,50,0,7,2013-07
11712,CS4955,2014-02-19,42,0,2,2014-02
11713,CS4254,2014-06-11,95,0,6,2014-06
11714,CS2192,2013-01-18,93,0,1,2013-01
11715,CS3691,2012-01-02,53,0,1,2012-01
11716,CS2214,2014-05-18,67,0,5,2014-05
11717,CS2034,2014-08-28,55,0,8,2014-08
11718,CS5391,2013-01-16,40,0,1,2013-01
11719,CS3769,2013-05-13,58,0,5,2013-05
11720,CS5709,2014-05-25,78,0,5,2014-05
11721,CS3025,2013-04-28,56,1,4,2013-04
11722,CS5662,2011-10-13,101,0,10,2011-10
11723,CS1860,2013-04-15,82,0,4,2013-04
11724,CS3663,2011-11-12,102,0,11,2011-11
11725,CS2535,2012-09-12,95,0,9,2012-09
11726,CS3206,2011-12-27,98,0,12,2011-12
11727,CS1116,2014-03-21,96,1,3,2014-03
11728,CS3619,2012-08-05,45,0,8,2012-08
11729,CS1621,2011-12-23,83,0,12,2011-12
11730,CS5936,2011-08-23,65,0,8,2011-08
11731,CS4479,2013-03-02,89,1,3,2013-03
11732,CS2015,2013-04-20,45,0,4,2013-04
11733,CS4913,2013-08-05,80,0,8,2013-08
11734,CS2573,2013-10-15,65,0,10,2013-10
11735,CS2931,2014-02-15,87,1,2,2014-02
11736,CS4305,2014-02-20,105,0,2,2014-02
11737,CS4851,2011-12-18,39,0,12,2011-12
11738,CS2564,2012-07-03,88,0,7,2012-07
11739,CS4275,2014-09-14,85,0,9,2014-09
11740,CS2251,2013-09-15,48,0,9,2013-09
11741,CS5070,2013-03-10,51,0,3,2013-03
11742,CS2701,2013-12-28,62,0,12,2013-12
11743,CS3957,2012-05-02,44,0,5,2012-05
11744,CS4651,2012-01-22,74,0,1,2012-01
11745,CS6009,2013-04-16,44,1,4,2013-04
11746,CS1380,2012-02-17,56,0,2,2012-02
11747,CS4600,2013-04-30,37,0,4,2013-04
11748,CS3677,2015-03-03,92,0,3,2015-03
11749,CS3232,2013-04-28,69,1,4,2013-04
11750,CS1993,2013-11-04,90,0,11,2013-11
11751,CS1246,2013-10-25,93,0,10,2013-10
11752,CS1586,2013-02-09,83,0,2,2013-02
11753,CS5084,2011-07-19,65,0,7,2011-07
11754,CS3939,2014-06-23,51,0,6,2014-06
11755,CS6063,2013-01-23,86,0,1,2013-01
11756,CS3150,2013-04-17,52,0,4,2013-04
11757,CS5005,2011-07-03,77,0,7,2011-07
11758,CS6033,2012-06-28,42,0,6,2012-06
11759,CS4077,2011-05-21,60,0,5,2011-05
11760,CS5315,2011-10-30,60,0,10,2011-10
11761,CS5644,2014-11-23,51,1,11,2014-11
11762,CS1757,2014-06-10,52,1,6,2014-06
11763,CS5754,2011-06-27,57,0,6,2011-06
11764,CS1899,2015-02-20,83,0,2,2015-02
11765,CS2308,2013-12-10,69,0,12,2013-12
11766,CS1740,2012-10-08,77,1,10,2012-10
11767,CS2785,2012-11-18,67,0,11,2012-11
11768,CS5557,2014-01-03,92,0,1,2014-01
11769,CS5403,2013-08-31,100,0,8,2013-08
11770,CS3668,2014-06-16,73,0,6,2014-06
11771,CS5318,2013-04-18,52,0,4,2013-04
11772,CS3200,2014-09-29,68,0,9,2014-09
11773,CS1613,2014-01-02,61,0,1,2014-01
11774,CS2554,2014-03-02,102,0,3,2014-03
11775,CS1508,2012-04-26,102,0,4,2012-04
11776,CS4034,2012-02-15,84,0,2,2012-02
11777,CS4964,2015-01-19,48,0,1,2015-01
11778,CS3980,2015-01-19,74,0,1,2015-01
11779,CS3473,2014-08-31,96,1,8,2014-08
11780,CS3186,2014-05-28,80,0,5,2014-05
11781,CS1588,2012-05-19,85,0,5,2012-05
11782,CS1295,2014-05-11,36,0,5,2014-05
11783,CS3592,2013-03-05,78,0,3,2013-03
11784,CS4144,2012-10-28,104,0,10,2012-10
11785,CS1171,2013-11-26,72,0,11,2013-11
11786,CS3156,2012-08-26,69,0,8,2012-08
11787,CS5303,2014-03-01,50,0,3,2014-03
11788,CS3923,2011-11-22,42,0,11,2011-11
11789,CS5518,2012-07-29,73,0,7,2012-07
11790,CS3833,2012-03-14,61,0,3,2012-03
11791,CS1308,2014-08-15,37,0,8,2014-08
11792,CS2647,2012-03-11,73,0,3,2012-03
11793,CS2116,2014-03-06,76,0,3,2014-03
11794,CS1691,2014-11-10,72,1,11,2014-11
11795,CS2099,2012-12-27,71,0,12,2012-12
11796,CS3127,2011-10-26,68,0,10,2011-10
11797,CS2316,2015-01-01,59,0,1,2015-01
11798,CS5204,2011-12-01,91,0,12,2011-12
11799,CS5183,2013-08-08,38,0,8,2013-08
11800,CS5594,2014-08-10,49,1,8,2014-08
11801,CS3793,2013-09-04,67,0,9,2013-09
11802,CS5720,2011-10-02,44,0,10,2011-10
